
'utc': '2020-05-18 02:43:31.942093', 'gpstime': '122506.00', 'lat': '5351.96158', 'lon': '00107.56145', 'fix': '1', 'nsat': '07', 'HDOP': '1.44', 'alt': '53.1', 'WGS84': '47.4', 'lastDGPS': '', 'Temperature': 25.558098725871673, 'Humidity': 37.473105973907074, 'Sampling Period': 10.16870403289795, 'PM1': 5.308888912200928, 'PM2.5': 10.320170402526855, 'PM10': 52.71492385864258
'utc': '2020-05-18 02:56:24.587321', 'gpstime': '123759.00', 'lat': '5352.29719', 'lon': '00106.81385', 'fix': '1', 'nsat': '07', 'HDOP': '1.34', 'alt': '11.6', 'WGS84': '47.4', 'lastDGPS': '', 'Temperature': 26.519417105363544, 'Humidity': 35.175097276264594, 'Sampling Period': 10.172629356384277, 'PM1': 3.4996728897094727, 'PM2.5': 3.8293521404266357, 'PM10': 3.8354642391204834
'utc': '2020-05-18 02:56:34.758331', 'gpstime': '123809.00', 'lat': '5352.30271', 'lon': '00106.80816', 'fix': '1', 'nsat': '08', 'HDOP': '0.95', 'alt': '12.2', 'WGS84': '47.4', 'lastDGPS': '', 'Temperature': 26.535439078355083, 'Humidity': 35.79461356527047, 'Sampling Period': 10.1616849899292, 'PM1': 1.97614324092865, 'PM2.5': 2.246971845626831, 'PM10': 2.2511203289031982
'utc': '2020-05-18 02:56:44.925417', 'gpstime': '123819.00', 'lat': '5352.30807', 'lon': '00106.80114', 'fix': '1', 'nsat': '08', 'HDOP': '0.95', 'alt': '12.3', 'WGS84': '47.4', 'lastDGPS': '', 'Temperature': 26.562142366674294, 'Humidity': 35.92126344701305, 'Sampling Period': 10.166015625, 'PM1': 16.85491371154785, 'PM2.5': 20.73346519470215, 'PM10': 27.84318733215332
'utc': '2020-05-18 02:56:55.072212', 'gpstime': '123829.00', 'lat': '5352.31489', 'lon': '00106.79881', 'fix': '1', 'nsat': '08', 'HDOP': '0.95', 'alt': '13.6', 'WGS84': '47.4', 'lastDGPS': '', 'Temperature': 26.575494010833907, 'Humidity': 35.419241626611736, 'Sampling Period': 10.167786598205566, 'PM1': 1.6307897567749023, 'PM2.5': 1.919123649597168, 'PM10': 1.9244418144226074
'utc': '2020-05-18 02:57:05.223475', 'gpstime': '123839.00', 'lat': '5352.32099', 'lon': '00106.79135', 'fix': '1', 'nsat': '08', 'HDOP': '0.95', 'alt': '13.8', 'WGS84': '47.4', 'lastDGPS': '', 'Temperature': 26.575494010833907, 'Humidity': 35.60234988937209, 'Sampling Period': 10.167424201965332, 'PM1': 22.236005783081055, 'PM2.5': 28.453754425048828, 'PM10': 30.869510650634766
'utc': '2020-05-18 02:57:27.299618', 'gpstime': '123901.00', 'lat': '5352.33285', 'lon': '00106.76797', 'fix': '1', 'nsat': '08', 'HDOP': '0.95', 'alt': '13.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 26.604867627985044, 'Humidity': 36.48889906157015, 'Sampling Period': 22.1551570892334, 'PM1': 0.3833748996257782, 'PM2.5': 0.5838236212730408, 'PM10': 0.8222501873970032
'utc': '2020-05-18 02:57:37.480010', 'gpstime': '123912.00', 'lat': '5352.33410', 'lon': '00106.75814', 'fix': '1', 'nsat': '08', 'HDOP': '0.95', 'alt': '8.5', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 26.647592889295794, 'Humidity': 35.973144121461814, 'Sampling Period': 10.172629356384277, 'PM1': 6.649501323699951, 'PM2.5': 19.116762161254883, 'PM10': 132.93917846679688
'utc': '2020-05-18 02:57:47.656413', 'gpstime': '123922.00', 'lat': '5352.33586', 'lon': '00106.75670', 'fix': '1', 'nsat': '08', 'HDOP': '0.95', 'alt': '6.3', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 26.733043411917293, 'Humidity': 35.82970931563287, 'Sampling Period': 10.163989067077637, 'PM1': 4.178338050842285, 'PM2.5': 13.63227367401123, 'PM10': 119.81890106201172
'utc': '2020-05-18 02:57:57.824485', 'gpstime': '123932.00', 'lat': '5352.33308', 'lon': '00106.76056', 'fix': '1', 'nsat': '07', 'HDOP': '1.10', 'alt': '5.9', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 26.79179064621958, 'Humidity': 35.52452887769894, 'Sampling Period': 10.165653228759766, 'PM1': 1.2621440887451172, 'PM2.5': 5.2327775955200195, 'PM10': 169.95286560058594
'utc': '2020-05-18 02:58:07.998861', 'gpstime': '123942.00', 'lat': '5352.33326', 'lon': '00106.75696', 'fix': '1', 'nsat': '07', 'HDOP': '0.96', 'alt': '7.4', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 26.818493934538793, 'Humidity': 35.73815518425269, 'Sampling Period': 10.16659164428711, 'PM1': 3.248302936553955, 'PM2.5': 12.891883850097656, 'PM10': 166.2459716796875
'utc': '2020-05-18 02:58:18.151803', 'gpstime': '123952.00', 'lat': '5352.33428', 'lon': '00106.74850', 'fix': '1', 'nsat': '08', 'HDOP': '0.94', 'alt': '2.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 26.861219195849543, 'Humidity': 37.216754406042575, 'Sampling Period': 10.168021202087402, 'PM1': 13.236221313476562, 'PM2.5': 20.400739669799805, 'PM10': 71.1563491821289
'utc': '2020-05-18 02:58:40.278259', 'gpstime': '124014.00', 'lat': '5352.34463', 'lon': '00106.72595', 'fix': '1', 'nsat': '07', 'HDOP': '1.11', 'alt': '5.7', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 26.960021362630656, 'Humidity': 37.04280155642024, 'Sampling Period': 22.20623016357422, 'PM1': 0.419929176568985, 'PM2.5': 0.6012651324272156, 'PM10': 0.7364211082458496
'utc': '2020-05-18 02:58:50.457416', 'gpstime': '124024.00', 'lat': '5352.35042', 'lon': '00106.72137', 'fix': '1', 'nsat': '08', 'HDOP': '0.94', 'alt': '5.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.101548790722518, 'Humidity': 35.35820553902495, 'Sampling Period': 10.174762725830078, 'PM1': 5.338982105255127, 'PM2.5': 6.492559432983398, 'PM10': 10.038556098937988
'utc': '2020-05-18 02:59:00.649863', 'gpstime': '124035.00', 'lat': '5352.35657', 'lon': '00106.71226', 'fix': '1', 'nsat': '08', 'HDOP': '0.94', 'alt': '4.3', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.12825207904173, 'Humidity': 35.52910658426795, 'Sampling Period': 10.171520233154297, 'PM1': 27.596948623657227, 'PM2.5': 33.77852249145508, 'PM10': 81.29227447509766
'utc': '2020-05-18 02:59:10.823894', 'gpstime': '124045.00', 'lat': '5352.36262', 'lon': '00106.70213', 'fix': '1', 'nsat': '08', 'HDOP': '0.94', 'alt': '3.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.15762569619288, 'Humidity': 35.01182574196994, 'Sampling Period': 10.165696144104004, 'PM1': 13.968795776367188, 'PM2.5': 17.625282287597656, 'PM10': 35.50809860229492
'utc': '2020-05-18 02:59:20.997277', 'gpstime': '124055.00', 'lat': '5352.36873', 'lon': '00106.69377', 'fix': '1', 'nsat': '08', 'HDOP': '0.94', 'alt': '4.3', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.144274052033268, 'Humidity': 34.33737697413596, 'Sampling Period': 10.17309856414795, 'PM1': 27.10793685913086, 'PM2.5': 34.49928665161133, 'PM10': 83.57625579833984
'utc': '2020-05-18 02:59:31.147029', 'gpstime': '124105.00', 'lat': '5352.37508', 'lon': '00106.68554', 'fix': '1', 'nsat': '08', 'HDOP': '0.94', 'alt': '4.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.144274052033268, 'Humidity': 35.124742504005496, 'Sampling Period': 10.15831470489502, 'PM1': 27.167932510375977, 'PM2.5': 35.0289421081543, 'PM10': 65.82380676269531
'utc': '2020-05-18 02:59:53.478681', 'gpstime': '124128.00', 'lat': '5352.38984', 'lon': '00106.65649', 'fix': '1', 'nsat': '07', 'HDOP': '1.10', 'alt': '6.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.101548790722518, 'Humidity': 34.007782101167315, 'Sampling Period': 22.406635284423828, 'PM1': 0.46237170696258545, 'PM2.5': 0.565459132194519, 'PM10': 0.5710321068763733
'utc': '2020-05-18 03:00:03.650645', 'gpstime': '124138.00', 'lat': '5352.39620', 'lon': '00106.64509', 'fix': '1', 'nsat': '08', 'HDOP': '0.94', 'alt': '7.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.02944991226063, 'Humidity': 35.66033417257954, 'Sampling Period': 10.171199798583984, 'PM1': 7.992460250854492, 'PM2.5': 10.764688491821289, 'PM10': 31.255996704101562
'utc': '2020-05-18 03:00:13.826311', 'gpstime': '124148.00', 'lat': '5352.40203', 'lon': '00106.63201', 'fix': '1', 'nsat': '08', 'HDOP': '0.94', 'alt': '8.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.016098268101018, 'Humidity': 35.02861066605631, 'Sampling Period': 10.164885520935059, 'PM1': 0.4723649024963379, 'PM2.5': 0.9182453751564026, 'PM10': 1.1139497756958008
'utc': '2020-05-18 03:00:23.992149', 'gpstime': '124158.00', 'lat': '5352.40868', 'lon': '00106.62406', 'fix': '1', 'nsat': '07', 'HDOP': '1.10', 'alt': '11.7', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.02944991226063, 'Humidity': 35.95330739299611, 'Sampling Period': 10.168362617492676, 'PM1': 8.799939155578613, 'PM2.5': 14.318862915039062, 'PM10': 101.42411804199219
'utc': '2020-05-18 03:00:34.152916', 'gpstime': '124208.00', 'lat': '5352.41339', 'lon': '00106.61477', 'fix': '1', 'nsat': '07', 'HDOP': '1.10', 'alt': '10.3', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.07217517357138, 'Humidity': 36.069275959411, 'Sampling Period': 10.167253494262695, 'PM1': 1.9654208421707153, 'PM2.5': 2.5658743381500244, 'PM10': 33.50276565551758
'utc': '2020-05-18 03:00:44.302674', 'gpstime': '124218.00', 'lat': '5352.41851', 'lon': '00106.60076', 'fix': '1', 'nsat': '07', 'HDOP': '1.10', 'alt': '10.2', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.11490043488213, 'Humidity': 36.301213092240786, 'Sampling Period': 10.163711547851562, 'PM1': 1.3405346870422363, 'PM2.5': 1.4917511940002441, 'PM10': 1.4936156272888184
'utc': '2020-05-18 03:01:06.395958', 'gpstime': '124240.00', 'lat': '5352.43140', 'lon': '00106.58248', 'fix': '1', 'nsat': '07', 'HDOP': '1.10', 'alt': '13.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.17097734035248, 'Humidity': 36.02349889372091, 'Sampling Period': 22.146453857421875, 'PM1': 0.39614957571029663, 'PM2.5': 0.6403878927230835, 'PM10': 1.3600045442581177
'utc': '2020-05-18 03:01:16.586374', 'gpstime': '124251.00', 'lat': '5352.43712', 'lon': '00106.57204', 'fix': '1', 'nsat': '07', 'HDOP': '1.10', 'alt': '12.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.088197146562905, 'Humidity': 35.12016479743649, 'Sampling Period': 10.181354522705078, 'PM1': 14.212458610534668, 'PM2.5': 20.30168914794922, 'PM10': 29.591402053833008
'utc': '2020-05-18 03:01:26.765602', 'gpstime': '124301.00', 'lat': '5352.44311', 'lon': '00106.55743', 'fix': '1', 'nsat': '07', 'HDOP': '1.10', 'alt': '11.2', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.058823529411768, 'Humidity': 34.86381322957198, 'Sampling Period': 10.167274475097656, 'PM1': 58.69951248168945, 'PM2.5': 84.1969223022461, 'PM10': 202.98390197753906
'utc': '2020-05-18 03:01:36.931749', 'gpstime': '124311.00', 'lat': '5352.44889', 'lon': '00106.54418', 'fix': '1', 'nsat': '08', 'HDOP': '0.93', 'alt': '9.5', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.002746623941405, 'Humidity': 34.91416800183108, 'Sampling Period': 10.17032527923584, 'PM1': 27.33913230895996, 'PM2.5': 39.45915222167969, 'PM10': 122.22904205322266
'utc': '2020-05-18 03:01:47.081599', 'gpstime': '124321.00', 'lat': '5352.45572', 'lon': '00106.53360', 'fix': '1', 'nsat': '07', 'HDOP': '1.10', 'alt': '10.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 26.97337300679027, 'Humidity': 35.217822537575344, 'Sampling Period': 10.166720390319824, 'PM1': 40.97138214111328, 'PM2.5': 65.14471435546875, 'PM10': 216.7086639404297
'utc': '2020-05-18 03:01:57.230808', 'gpstime': '124331.00', 'lat': '5352.46235', 'lon': '00106.52666', 'fix': '1', 'nsat': '07', 'HDOP': '1.10', 'alt': '14.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 26.960021362630656, 'Humidity': 35.54131380178531, 'Sampling Period': 10.166698455810547, 'PM1': 2.06589674949646, 'PM2.5': 3.8942558765411377, 'PM10': 7.174352645874023
'utc': '2020-05-18 03:02:19.815585', 'gpstime': '124354.00', 'lat': '5352.47362', 'lon': '00106.50177', 'fix': '1', 'nsat': '07', 'HDOP': '1.10', 'alt': '9.4', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 26.946669718471043, 'Humidity': 35.94567788204776, 'Sampling Period': 22.664512634277344, 'PM1': 0.13190796971321106, 'PM2.5': 0.15490050613880157, 'PM10': 0.15532104671001434
'utc': '2020-05-18 03:02:29.992217', 'gpstime': '124404.00', 'lat': '5352.47928', 'lon': '00106.49454', 'fix': '1', 'nsat': '07', 'HDOP': '1.10', 'alt': '9.7', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 26.903944457160293, 'Humidity': 36.11047531853208, 'Sampling Period': 10.170623779296875, 'PM1': 44.60488510131836, 'PM2.5': 59.03285598754883, 'PM10': 144.7559814453125
'utc': '2020-05-18 03:02:40.142119', 'gpstime': '124414.00', 'lat': '5352.48515', 'lon': '00106.48524', 'fix': '1', 'nsat': '07', 'HDOP': '1.10', 'alt': '9.9', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 26.903944457160293, 'Humidity': 36.25085831998169, 'Sampling Period': 10.164031982421875, 'PM1': 10.54932689666748, 'PM2.5': 13.392895698547363, 'PM10': 25.398292541503906
'utc': '2020-05-18 03:02:50.288197', 'gpstime': '124424.00', 'lat': '5352.49122', 'lon': '00106.47419', 'fix': '1', 'nsat': '06', 'HDOP': '1.35', 'alt': '10.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 26.917296101319906, 'Humidity': 35.719844357976655, 'Sampling Period': 10.157354354858398, 'PM1': 30.86459732055664, 'PM2.5': 49.66067123413086, 'PM10': 188.7191925048828
'utc': '2020-05-18 03:03:00.457484', 'gpstime': '124434.00', 'lat': '5352.49694', 'lon': '00106.46333', 'fix': '1', 'nsat': '07', 'HDOP': '1.10', 'alt': '10.9', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 26.89059281300068, 'Humidity': 36.054016937514305, 'Sampling Period': 10.172693252563477, 'PM1': 25.061519622802734, 'PM2.5': 35.72549819946289, 'PM10': 128.69581604003906
'utc': '2020-05-18 03:03:10.629043', 'gpstime': '124445.00', 'lat': '5352.49823', 'lon': '00106.45651', 'fix': '1', 'nsat': '08', 'HDOP': '1.10', 'alt': '11.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 26.93064774547952, 'Humidity': 36.74525062943465, 'Sampling Period': 10.170069694519043, 'PM1': 5.742187023162842, 'PM2.5': 23.69562530517578, 'PM10': 576.4389038085938
'utc': '2020-05-18 03:03:32.749204', 'gpstime': '124507.00', 'lat': '5352.49802', 'lon': '00106.45643', 'fix': '1', 'nsat': '06', 'HDOP': '2.15', 'alt': '10.5', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 26.960021362630656, 'Humidity': 36.53925383382925, 'Sampling Period': 22.186538696289062, 'PM1': 0.29203423857688904, 'PM2.5': 0.3491428792476654, 'PM10': 0.35025525093078613
'utc': '2020-05-18 03:03:42.950303', 'gpstime': '124517.00', 'lat': '5352.49729', 'lon': '00106.45383', 'fix': '1', 'nsat': '06', 'HDOP': '1.34', 'alt': '10.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.02944991226063, 'Humidity': 36.63080796520943, 'Sampling Period': 10.176490783691406, 'PM1': 13.648571014404297, 'PM2.5': 18.676015853881836, 'PM10': 30.156848907470703
'utc': '2020-05-18 03:03:53.103261', 'gpstime': '124527.00', 'lat': '5352.49703', 'lon': '00106.45437', 'fix': '1', 'nsat': '06', 'HDOP': '1.34', 'alt': '8.4', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.088197146562905, 'Humidity': 36.88715953307393, 'Sampling Period': 10.167424201965332, 'PM1': 40.2216796875, 'PM2.5': 50.52059555053711, 'PM10': 94.15215301513672
'utc': '2020-05-18 03:04:03.252880', 'gpstime': '124537.00', 'lat': '5352.49795', 'lon': '00106.45388', 'fix': '1', 'nsat': '06', 'HDOP': '1.34', 'alt': '7.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.186999313344018, 'Humidity': 37.23506523231861, 'Sampling Period': 10.162474632263184, 'PM1': 22.147384643554688, 'PM2.5': 32.58049392700195, 'PM10': 69.45683288574219
'utc': '2020-05-18 03:04:13.403489', 'gpstime': '124547.00', 'lat': '5352.50231', 'lon': '00106.44322', 'fix': '1', 'nsat': '06', 'HDOP': '1.34', 'alt': '5.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.29915312428473, 'Humidity': 36.475165941863125, 'Sampling Period': 10.164778709411621, 'PM1': 16.00644302368164, 'PM2.5': 31.68901824951172, 'PM10': 209.7183074951172
'utc': '2020-05-18 03:04:23.587769', 'gpstime': '124558.00', 'lat': '5352.50440', 'lon': '00106.44170', 'fix': '1', 'nsat': '06', 'HDOP': '1.34', 'alt': '6.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.35523002975509, 'Humidity': 37.053482871747924, 'Sampling Period': 10.169856071472168, 'PM1': 26.499746322631836, 'PM2.5': 37.708709716796875, 'PM10': 120.00666046142578
'utc': '2020-05-18 03:04:45.809973', 'gpstime': '124620.00', 'lat': '5352.50724', 'lon': '00106.43294', 'fix': '1', 'nsat': '06', 'HDOP': '1.33', 'alt': '2.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.41397726405738, 'Humidity': 36.41565575646601, 'Sampling Period': 22.277183532714844, 'PM1': 0.14260812103748322, 'PM2.5': 0.16128136217594147, 'PM10': 0.16155529022216797
'utc': '2020-05-18 03:04:55.976988', 'gpstime': '124630.00', 'lat': '5352.50569', 'lon': '00106.42976', 'fix': '1', 'nsat': '06', 'HDOP': '1.33', 'alt': '0.5', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.49942778667888, 'Humidity': 35.381094071869995, 'Sampling Period': 10.166933059692383, 'PM1': 45.13822555541992, 'PM2.5': 54.16338348388672, 'PM10': 81.04379272460938
'utc': '2020-05-18 03:05:06.129084', 'gpstime': '124640.00', 'lat': '5352.50612', 'lon': '00106.43028', 'fix': '1', 'nsat': '06', 'HDOP': '1.33', 'alt': '-1.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.582207980468453, 'Humidity': 35.86785687037461, 'Sampling Period': 10.167402267456055, 'PM1': 52.566436767578125, 'PM2.5': 61.51027297973633, 'PM10': 70.79044342041016
'utc': '2020-05-18 03:05:16.286310', 'gpstime': '124650.00', 'lat': '5352.50419', 'lon': '00106.42416', 'fix': '1', 'nsat': '06', 'HDOP': '1.33', 'alt': '-5.2', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.65430685893034, 'Humidity': 35.848020141908904, 'Sampling Period': 10.159018516540527, 'PM1': 63.40035629272461, 'PM2.5': 73.91275787353516, 'PM10': 92.12858581542969
'utc': '2020-05-18 03:05:26.456671', 'gpstime': '124700.00', 'lat': '5352.50357', 'lon': '00106.42255', 'fix': '1', 'nsat': '06', 'HDOP': '1.33', 'alt': '-8.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.73975738155184, 'Humidity': 35.18120088502327, 'Sampling Period': 10.172501564025879, 'PM1': 70.22956848144531, 'PM2.5': 86.0928726196289, 'PM10': 122.43280029296875
'utc': '2020-05-18 03:05:36.632230', 'gpstime': '124711.00', 'lat': '5352.50565', 'lon': '00106.42684', 'fix': '1', 'nsat': '06', 'HDOP': '1.33', 'alt': '-4.9', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.809185931181815, 'Humidity': 35.41313801785306, 'Sampling Period': 10.169386863708496, 'PM1': 68.06194305419922, 'PM2.5': 81.47988891601562, 'PM10': 113.43924713134766
'utc': '2020-05-18 03:05:58.740030', 'gpstime': '124733.00', 'lat': '5352.50981', 'lon': '00106.43814', 'fix': '1', 'nsat': '06', 'HDOP': '1.32', 'alt': '1.4', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.907988097962914, 'Humidity': 35.19798580910964, 'Sampling Period': 22.163434982299805, 'PM1': 0.32476484775543213, 'PM2.5': 0.4007968306541443, 'PM10': 0.41287246346473694
'utc': '2020-05-18 03:06:08.912459', 'gpstime': '124743.00', 'lat': '5352.50596', 'lon': '00106.42977', 'fix': '1', 'nsat': '07', 'HDOP': '1.22', 'alt': '-4.3', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 28.022812237735565, 'Humidity': 35.1949340047303, 'Sampling Period': 10.170005798339844, 'PM1': 64.45042419433594, 'PM2.5': 74.4677734375, 'PM10': 87.85658264160156
'utc': '2020-05-18 03:06:19.065324', 'gpstime': '124753.00', 'lat': '5352.50704', 'lon': '00106.42886', 'fix': '1', 'nsat': '07', 'HDOP': '1.22', 'alt': '-1.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 28.108262760357064, 'Humidity': 35.469596398870834, 'Sampling Period': 10.160896301269531, 'PM1': 61.47740173339844, 'PM2.5': 72.54965209960938, 'PM10': 90.0884780883789
'utc': '2020-05-18 03:06:29.211987', 'gpstime': '124803.00', 'lat': '5352.51157', 'lon': '00106.42181', 'fix': '1', 'nsat': '07', 'HDOP': '1.22', 'alt': '3.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 28.23376821545739, 'Humidity': 35.0743877317464, 'Sampling Period': 10.167274475097656, 'PM1': 0.8108342289924622, 'PM2.5': 1.4062416553497314, 'PM10': 1.7977906465530396
'utc': '2020-05-18 03:06:39.360979', 'gpstime': '124813.00', 'lat': '5352.51576', 'lon': '00106.41267', 'fix': '1', 'nsat': '07', 'HDOP': '1.22', 'alt': '5.4', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 28.305867093919275, 'Humidity': 34.81345845731288, 'Sampling Period': 10.164735794067383, 'PM1': 14.471007347106934, 'PM2.5': 18.404539108276367, 'PM10': 33.174720764160156
'utc': '2020-05-18 03:06:49.534869', 'gpstime': '124824.00', 'lat': '5352.52157', 'lon': '00106.40701', 'fix': '1', 'nsat': '07', 'HDOP': '1.22', 'alt': '3.9', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 28.37529564354925, 'Humidity': 34.12680247196155, 'Sampling Period': 10.169940948486328, 'PM1': 26.11644744873047, 'PM2.5': 35.075870513916016, 'PM10': 121.55149841308594
'utc': '2020-05-18 03:07:11.609595', 'gpstime': '124845.00', 'lat': '5352.53034', 'lon': '00106.38704', 'fix': '1', 'nsat': '06', 'HDOP': '1.32', 'alt': '5.2', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 28.348592355230025, 'Humidity': 32.343022812237734, 'Sampling Period': 22.129684448242188, 'PM1': 0.20629756152629852, 'PM2.5': 0.22296825051307678, 'PM10': 0.22306226193904877
'utc': '2020-05-18 03:07:21.781561', 'gpstime': '124855.00', 'lat': '5352.53400', 'lon': '00106.37348', 'fix': '1', 'nsat': '07', 'HDOP': '1.21', 'alt': '5.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 28.305867093919275, 'Humidity': 33.037308308537426, 'Sampling Period': 10.171072006225586, 'PM1': 19.20374298095703, 'PM2.5': 27.871967315673828, 'PM10': 120.08423614501953
'utc': '2020-05-18 03:07:31.985573', 'gpstime': '124905.00', 'lat': '5352.54052', 'lon': '00106.36517', 'fix': '1', 'nsat': '07', 'HDOP': '1.21', 'alt': '8.4', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 28.263141832608525, 'Humidity': 33.51338979171435, 'Sampling Period': 10.175914764404297, 'PM1': 17.029510498046875, 'PM2.5': 27.58820343017578, 'PM10': 111.15288543701172
'utc': '2020-05-18 03:07:42.135075', 'gpstime': '124915.00', 'lat': '5352.54608', 'lon': '00106.35237', 'fix': '1', 'nsat': '07', 'HDOP': '1.21', 'alt': '11.4', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 28.23376821545739, 'Humidity': 32.64362554360265, 'Sampling Period': 10.166229248046875, 'PM1': 15.066787719726562, 'PM2.5': 25.536954879760742, 'PM10': 152.62551879882812
'utc': '2020-05-18 03:07:52.287818', 'gpstime': '124925.00', 'lat': '5352.54999', 'lon': '00106.33826', 'fix': '1', 'nsat': '06', 'HDOP': '1.31', 'alt': '11.2', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 28.164339665827427, 'Humidity': 32.96406500343328, 'Sampling Period': 10.16701889038086, 'PM1': 16.336685180664062, 'PM2.5': 25.543777465820312, 'PM10': 85.97884368896484
'utc': '2020-05-18 03:08:02.465763', 'gpstime': '124935.00', 'lat': '5352.55214', 'lon': '00106.32918', 'fix': '1', 'nsat': '07', 'HDOP': '1.20', 'alt': '13.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 28.09491111619745, 'Humidity': 33.06477454795148, 'Sampling Period': 10.165120124816895, 'PM1': 3.663522481918335, 'PM2.5': 15.070606231689453, 'PM10': 100.36322784423828
'utc': '2020-05-18 03:08:24.799275', 'gpstime': '124958.00', 'lat': '5352.56355', 'lon': '00106.31737', 'fix': '1', 'nsat': '07', 'HDOP': '1.12', 'alt': '14.2', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.980086976424815, 'Humidity': 33.06935225452049, 'Sampling Period': 22.393131256103516, 'PM1': 0.043883584439754486, 'PM2.5': 0.052757978439331055, 'PM10': 0.052933692932128906
'utc': '2020-05-18 03:08:34.971134', 'gpstime': '125008.00', 'lat': '5352.56695', 'lon': '00106.30712', 'fix': '1', 'nsat': '06', 'HDOP': '1.31', 'alt': '16.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.838559548332952, 'Humidity': 33.844510566872664, 'Sampling Period': 10.16972827911377, 'PM1': 25.970726013183594, 'PM2.5': 49.74864959716797, 'PM10': 195.79762268066406
'utc': '2020-05-18 03:08:45.120404', 'gpstime': '125018.00', 'lat': '5352.56708', 'lon': '00106.29285', 'fix': '1', 'nsat': '06', 'HDOP': '1.31', 'alt': '14.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.766460669871066, 'Humidity': 33.72854200045777, 'Sampling Period': 10.166891098022461, 'PM1': 6.956109046936035, 'PM2.5': 14.086008071899414, 'PM10': 46.67428207397461
'utc': '2020-05-18 03:08:55.273225', 'gpstime': '125028.00', 'lat': '5352.56937', 'lon': '00106.28250', 'fix': '1', 'nsat': '07', 'HDOP': '1.20', 'alt': '14.2', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.73975738155184, 'Humidity': 34.32364385442893, 'Sampling Period': 10.163541793823242, 'PM1': 17.474956512451172, 'PM2.5': 37.480655670166016, 'PM10': 230.39471435546875
